city_id,continent,state,start_year,end_year,duration,exit_observed
muscat_om,Asia,resilient_accelerator,2022,2022,1,1
nairobi_ke,Africa,resilient_accelerator,2025,2025,1,0
niamey_ne,Africa,resilient_accelerator,2015,2015,1,1
nouakchott_mr,Africa,resilient_accelerator,2015,2015,1,1
oslo_no,Europe,resilient_accelerator,2015,2015,1,1
ottawa_ca,North America,resilient_accelerator,2015,2015,1,1
ottawa_ca,North America,resilient_accelerator,2024,2024,1,1
panama_city_pa,North America,resilient_accelerator,2018,2018,1,1
paramaribo_sr,South America,resilient_accelerator,2015,2015,1,1
port_harcourt_ng,Africa,resilient_accelerator,2015,2015,1,1
porto_pt,Europe,resilient_accelerator,2021,2021,1,1
prague_cz,Europe,resilient_accelerator,2015,2015,1,1
prague_cz,Europe,resilient_accelerator,2025,2025,1,0
pretoria_za,Africa,resilient_accelerator,2015,2015,1,1
pretoria_za,Africa,resilient_accelerator,2018,2018,1,1
pune_in,Asia,resilient_accelerator,2015,2015,1,1
quebec_city_ca,North America,resilient_accelerator,2015,2015,1,1
queretaro_mx,North America,resilient_accelerator,2025,2025,1,0
recife_br,South America,resilient_accelerator,2023,2023,1,1
rio_de_janeiro_br,South America,resilient_accelerator,2015,2015,1,1
riyadh_sa,Asia,resilient_accelerator,2015,2015,1,1
rosario_ar,South America,resilient_accelerator,2015,2015,1,1
san_francisco_us,North America,resilient_accelerator,2022,2022,1,1
san_francisco_us,North America,resilient_accelerator,2024,2024,1,1
san_jose_cr,North America,resilient_accelerator,2018,2018,1,1
santiago_cl,South America,resilient_accelerator,2015,2015,1,1
sao_paulo_br,South America,resilient_accelerator,2015,2015,1,1
sarajevo_ba,Europe,resilient_accelerator,2015,2015,1,1
seattle_us,North America,resilient_accelerator,2015,2015,1,1
seoul_kr,Asia,resilient_accelerator,2018,2018,1,1
shanghai_cn,Asia,resilient_accelerator,2015,2015,1,1
shenzhen_cn,Asia,resilient_accelerator,2015,2015,1,1
singapore_sg,Asia,resilient_accelerator,2021,2021,1,1
sofia_bg,Europe,resilient_accelerator,2015,2015,1,1
surat_in,Asia,resilient_accelerator,2015,2015,1,1
suva_fj,Oceania,resilient_accelerator,2022,2022,1,1
sydney_au,Oceania,resilient_accelerator,2015,2015,1,1
tabriz_ir,Asia,resilient_accelerator,2015,2015,1,1
taipei_tw,Asia,resilient_accelerator,2015,2015,1,1
tallinn_ee,Europe,resilient_accelerator,2015,2015,1,1
tallinn_ee,Europe,resilient_accelerator,2018,2018,1,1
tashkent_uz,Asia,resilient_accelerator,2015,2015,1,1
tehran_ir,Asia,resilient_accelerator,2015,2015,1,1
tel_aviv_il,Asia,resilient_accelerator,2019,2019,1,1
tel_aviv_il,Asia,resilient_accelerator,2021,2021,1,1
tokyo_jp,Asia,resilient_accelerator,2015,2015,1,1
toronto_ca,North America,resilient_accelerator,2015,2015,1,1
toulouse_fr,Europe,resilient_accelerator,2019,2019,1,1
trujillo_pe,South America,resilient_accelerator,2015,2015,1,1
turin_it,Europe,resilient_accelerator,2015,2015,1,1
valencia_ve,South America,resilient_accelerator,2015,2015,1,1
vancouver_ca,North America,resilient_accelerator,2015,2015,1,1
vientiane_la,Asia,resilient_accelerator,2023,2023,1,1
vilnius_lt,Europe,resilient_accelerator,2015,2015,1,1
warsaw_pl,Europe,resilient_accelerator,2015,2015,1,1
yerevan_am,Asia,resilient_accelerator,2015,2015,1,1
yokohama_jp,Asia,resilient_accelerator,2015,2015,1,1
